ID,data,bv
1960,-0.255964278,-0.393836383
1961,2.355628668,1.549106411
1965,0.921654904,0.356534774
1968,1.003024621,0.943529598
1974,0.482898258,0.153770897
1975,0.106369025,-0.144084123
1976,1.160193782,0.621898337
1978,0.821525531,0.881108708
1979,1.440748419,1.122952316
1980,1.902610983,1.150479664
1981,0.830094667,0.782749246
1982,2.076575969,1.77681091
1983,0.060614582,0.710743139
1985,0.610974711,0.521211051
1986,1.423807475,1.310899384
1987,1.706170462,0.908622494
1988,0.686626957,0.945736103
1989,-1.731314761,-0.631812954
1990,1.983258751,1.371030611
1991,1.544444808,1.16165782
1992,0.138306167,-0.32208445
1993,-0.679807692,0.043922635
1994,0.392184385,0.587129094
1995,2.180232597,1.429686447
1997,1.44615247,0.950651216
1998,0.80617537,1.533909982
1999,2.147003546,2.120894952
2000,-0.817564845,-0.791058908
2001,0.044645121,0.118154844
2003,1.575839859,1.103571653
2004,-0.334265205,0.457484287
2006,0.674997674,0.92296722
2007,0.750178769,1.397804663
2008,-1.613562515,-0.897657918
2010,0.57736311,0.63185995
2012,0.280284377,1.236666083
2013,1.783716903,1.871408423
2014,1.534616734,0.490988619
2015,1.239862218,0.915210506
2016,-0.272889368,0.507116178
2017,1.962166282,2.104251978
2018,-0.902463952,-0.936304267
2020,1.541050512,1.531228968
2021,0.700532567,1.98988452
2023,1.428034537,1.968276563
2024,2.061792696,1.714062321
2026,0.91658492,0.260851531
2027,-0.47474928,0.61815355
2028,1.168508836,1.114036425
2029,0.270177908,1.587613844
2030,0.422260756,1.045923212
2031,0.374583899,1.043154534
2033,1.772477684,2.149150851
2034,1.563260924,0.606665576
2035,-0.407518476,0.967119379
2036,2.51504212,1.642411004
2037,-0.125219466,1.138234296
2038,1.358557008,1.052905615
2039,2.411978106,0.980322096
2040,1.092141619,1.156963081
2041,-0.073362689,0.679557877
2042,1.62640487,1.575520036
2043,0.462441066,1.259282826
2045,2.0945175,2.125886916
2047,1.411132772,1.584275725
2050,-0.867604361,-0.636149025
2051,-0.58941962,-0.35516768
2053,0.165745925,-0.295794758
2054,0.229025268,0.173070168
2056,0.055028461,-0.057303023
2057,0.202654121,0.088496019
2058,1.76226327,2.371311721
2059,1.091517397,1.493433647
2061,2.930544801,2.362603402
2062,0.040105832,0.094451429
2063,2.731010062,3.137696064
2064,2.431633381,1.849563018
2065,2.003696415,1.853491925
2068,1.338291079,0.051714066
2072,-1.664472258,-0.179597212
2073,0.175686762,1.174246682
2076,0.779300758,1.169140473
2077,1.015786883,0.888849613
2078,0.302531347,0.018200511
2096,0.78209054,0.339421745
2110,3.209281147,2.15874488
2112,1.662988613,2.475379378
2113,1.275702797,1.47100629
2116,0.587614492,0.864510761
2126,3.169754642,2.035969165
2132,1.270787426,1.090308352
2133,1.899219377,1.458151674
2135,1.505512719,0.939592042
2136,2.824488183,2.494555442
2137,1.120916069,0.304816812
2138,3.438371017,3.026352583
2139,2.984276866,2.78774527
2140,1.720043989,0.632433046
2141,0.240930463,0.148441398
2142,0.839266352,0.330796687
2147,2.543030603,2.154062585
2148,1.734846258,1.978657115
2149,2.636643637,2.178648187
2156,2.627542318,2.40201968
2157,1.831956821,0.877669271
2158,3.845854033,3.092570136
2160,0.153461197,0.020741086
2161,0.763867479,1.019771127
2163,0.584498359,0.337028802
2164,2.454728817,2.291139792
2165,2.830173524,1.661567719
2166,1.28337641,0.925059666
2170,1.357066608,1.444248353
2171,2.821814314,2.890248699
2174,0.663479333,1.168398746
2176,1.997998391,2.035887657
2178,0.668953986,1.131258983
2179,0.882161173,0.52447611
2181,0.96069644,1.181783833
2183,-0.057817822,-0.147842417
2187,0.281340209,0.600051518
2191,2.512813556,2.535567846
2194,1.354662004,1.165909616
2199,3.032717854,2.864678357
2200,-0.935086918,-0.377296392
2201,-0.679418063,0.341725407
2202,1.152180842,0.710028353
2204,1.986255466,2.235344813
2205,2.312825064,2.56013173
2206,0.223440531,0.878000712
2207,-0.811432067,-0.659982607
2208,1.833075622,1.826059367
2210,1.262944015,1.009854273
2211,0.60420842,0.498133693
2212,2.159211971,1.696431335
2213,2.900141564,1.678628896
2214,1.045100406,0.723238692
2216,2.179452764,2.715211245
2218,0.734069146,0.698372599
2227,1.900337498,2.216633655
2241,2.058391471,1.497482716
2244,0.465154788,0.750569939
2250,1.529618388,1.664116661
2268,0.156876989,0.600658873
2286,0.638675157,0.76067053
2311,1.727966223,2.066957285
2315,1.674247526,1.47322283
2331,1.916536783,1.715279999
2352,1.629419348,1.570003545
2357,0.747594826,0.715032854
2358,0.330362436,1.34915662
2359,1.680983104,1.254508586
2362,-0.915746735,-0.636383618
2363,1.753278342,1.670235652
2364,0.566831692,0.66783387
2365,1.599045408,1.791855807
2370,3.28331159,2.258601814
2371,1.066383212,1.63566081
2372,0.655234148,1.362771344
2373,1.675578745,2.158430202
2375,2.841449381,2.211140208
2376,1.666045562,2.426996677
2378,1.63163487,1.413615203
2379,0.467239206,1.004988546
2380,0.18508029,0.815512063
2381,1.087859453,0.701809683
2385,-0.103601738,0.090797147
2386,-0.089287726,0.732458005
2387,2.10114661,1.231410429
2388,2.087759899,2.277935319
2389,0.320436976,0.043722991
2390,1.528396616,1.791318598
2391,0.925861116,0.598612817
2392,1.872604697,1.329128238
2393,1.391968492,1.42250417
2394,1.045481341,1.266369705
2395,2.499303226,2.561098317
2398,2.386077818,2.142352337
2401,-0.217925697,0.087564604
2402,0.553845198,1.000082483
2405,0.545567066,-0.178383963
2406,2.88223489,2.729906488
2408,0.223668243,0.499366004
2409,-0.158113781,1.220567918
2410,0.537384765,0.779636771
2411,0.18400271,0.929129829
2413,0.950834258,1.037040576
2414,0.720340385,1.438406117
2415,1.128959366,1.683911491
2416,1.110892987,1.460947928
2435,2.691110401,2.702244456
2437,0.133916071,0.519828734
2439,1.00106458,1.651455397
2441,0.542459229,0.46223475
2444,-0.641677086,-0.235207823
2445,-1.621424186,-0.967077317
2447,1.128387245,1.312755705
2452,2.833914083,2.984917945
2455,2.113488184,2.257083999
2459,1.851263932,0.859768964
2460,1.479308786,1.283328814
2461,-0.14274762,0.0531025
2463,-0.247742285,0.386682739
2467,0.490025159,1.051756756
2471,0.162649506,0.654288551
2472,1.164079815,1.09213145
2473,2.102134573,2.14480001
2475,0.953096277,1.179983985
2476,-0.189278404,0.40207259
2477,0.682868509,0.428029689
2478,1.192257741,1.368819805
2479,2.844993534,2.223661838
2483,0.601411872,1.165350843
2487,-1.917920871,-0.908713401
2492,0.587505112,1.005006758
2494,0.395236714,0.431171503
2495,2.168853766,1.519328102
2496,1.594297309,1.492018576
2498,-0.155008016,-0.902499989
2500,1.384073961,1.186980838
2503,2.750919634,2.040593032
2504,0.593478459,0.523824831
2505,1.729795603,1.168905367
2507,1.187255058,1.689355553
2509,2.423639347,2.649034351
2510,1.30959345,1.183031666
2511,1.14366893,0.375007287
2513,2.931111556,2.446222615
2518,1.937376169,1.833767678
2519,1.463465713,1.296931667
2521,-0.4204598,-0.171778301
2522,0.658582642,1.012075163
2523,1.592061651,2.048899047
2524,0.518955578,0.31252231
2525,1.165483537,1.896504735
2526,1.501105747,1.356873237
2527,1.301238548,1.198680827
2532,0.257779543,1.284593904
2534,-0.1459729,0.047700707
2537,-0.346444654,0.227232201
2538,1.679547997,1.359212381
2539,1.032872536,1.320108925
2540,2.210087111,1.83933856
2543,2.521590566,2.35847901
2545,3.231275879,3.000115245
2546,1.547046279,0.870045122
2549,2.126690479,1.648378297
2555,0.71900506,0.480523345
2557,0.544728757,0.909674199
2558,2.127723155,1.985128427
2560,1.856592436,1.551838089
2562,1.497254722,0.690591976
2563,0.918254473,0.763018658
2564,1.136239522,1.479478701
2566,0.499998994,1.316136858
2573,0.99032248,0.742369258
2574,0.606910963,0.529977175
2575,0.757477842,1.160814766
2576,2.130281188,1.277914785
2577,1.060166873,1.300580786
2579,2.409204634,1.544924264
2580,-0.131746792,0.659011598
2582,0.778884168,1.033318163
2586,2.12997504,1.745199134
2587,0.967396349,0.876313369
2588,0.307632692,1.160488851
2594,1.929653187,1.667645246
2596,0.687796608,0.694061495
2597,-0.661026926,0.653309789
2598,0.410085737,0.800156515
2599,0.101539506,-0.556316223
2601,2.463829767,1.926631295
2604,0.524179378,0.190618449
2605,1.409628175,1.380693345
2608,0.752473482,0.354928179
2609,-0.02501058,0.19636978
2610,0.361796699,0.838904592
2613,1.451747259,1.224664909
2614,0.24775036,1.034531421
2620,0.76424392,1.05714911
2621,-0.323293368,-0.786540937
2624,1.025368164,1.089468287
2625,1.297884999,0.889705889
2626,1.02983059,0.399091844
2627,1.536320055,1.513918844
2628,1.337320376,1.1367953
2629,1.095671031,0.565531509
2630,0.715708038,0.321591991
2631,1.408258373,1.244184257
2632,-0.78452401,-0.332420513
2633,1.524779278,1.08186965
2634,0.361167086,1.306942304
2635,1.379648128,1.536178568
2637,3.32786966,2.321305007
2638,1.692772358,1.15201591
2639,2.438641422,1.733835948
2640,-0.079187339,-0.172561434
2643,1.736031187,2.245060034
2646,-1.163369001,-0.183921933
2648,1.819010578,1.356170906
2649,0.528747458,1.492160806
2653,1.905488453,1.43285359
2654,2.163248279,1.650605936
2655,-0.886697188,-0.131393778
2657,0.120730857,1.151358982
2658,0.870759057,1.272378534
2659,1.578411452,1.084329713
2660,1.354184275,1.300405755
2661,0.909637995,0.816196836
2662,1.883237855,0.708177495
2665,-0.017550235,0.636874239
2666,1.045852364,0.7639586
2667,0.724419335,0.598525594
2668,0.563591032,0.051519764
2669,-0.016167945,0.712078277
2671,-1.019755352,0.541843968
2673,1.505918221,1.46222889
2675,0.061713401,0.165587456
2677,3.127373071,2.494945992
2678,1.504781336,1.331392653
2679,2.314124103,1.412811915
2680,2.195694821,1.695030038
2683,-0.882686489,-1.04094036
2684,1.65345156,1.301011412
2685,2.660132127,2.231085587
2686,-0.274866554,-0.997997214
2689,1.518188198,1.256519557
2690,1.093052136,1.104418453
2691,2.034340986,1.381925153
2696,2.940566365,1.694999734
2697,1.933426724,1.565747219
2698,2.003282525,1.193197691
2699,1.077552737,1.4035717
2701,0.553152757,0.504425536
2702,2.29915794,1.579224536
2703,2.666153004,1.575926695
2704,1.006697898,0.60154957
2705,0.783392651,0.435130493
2706,2.402266752,1.319597165
2707,0.2082749,0.582679615
2708,1.339644565,1.699608525
2709,2.154536224,0.950894096
2711,-0.098443077,0.216425338
2712,0.192874586,0.187266054
2715,1.402221487,1.287616569
2716,1.61733764,1.321732864
2717,0.73077426,1.810925843
2719,-0.115939497,1.057308615
2720,-0.18089672,-0.142169349
2721,0.882581143,0.812524738
2722,0.930125,0.664332449
2723,0.148282574,0.585049317
2724,0.707399642,0.953826785
2725,1.392633323,1.276537039
2726,1.88950851,1.119147545
2727,2.445040917,2.873794268
2728,2.71480886,2.524179903
2729,1.086156471,1.569398838
2730,0.240258232,0.227898871
2731,-0.324077454,-0.36213818
2732,1.937900974,1.529983528
2733,0.648944471,1.033341741
2734,0.958313927,0.623894824
2735,1.580375478,1.517612035
2736,1.146341379,1.446249606
2739,0.772427045,1.009304156
2740,1.141144001,1.10916559
2741,1.817277355,1.481282005
2742,-1.445510437,-0.602915784
2744,2.733799471,2.132291041
2747,1.061807759,0.83148041
2750,3.144849584,2.546058393
2752,2.720257356,2.429477766
2753,0.842005016,0.591378302
2754,0.011122813,0.749183948
2755,0.081408071,0.56192405
2756,1.214071288,1.123302442
2759,-0.053398844,0.812903608
2760,1.999894571,1.660722571
2761,0.824265218,0.410773105
2763,1.654690036,1.902345636
2769,-0.69297448,-0.711643464
2770,1.064448173,1.376062224
2772,0.381214697,0.826498304
2773,1.795226369,1.615938173
2774,1.425784818,1.514032068
2775,1.21100555,1.574062711
2776,0.523611451,0.690109634
2779,-0.005499559,-0.11757464
2780,0.554227885,0.667149031
2781,0.69642317,0.612977503
2783,-0.316111415,0.16757511
2785,0.915340613,1.108633589
2786,2.723034199,2.573427225
2787,1.267754458,1.852255832
2789,1.639175662,1.532148111
2790,1.658680254,0.891023849
2791,2.217559089,1.934474985
2792,2.230670286,1.468656135
2793,1.129594349,2.268252112
2794,0.359339496,0.818118162
2795,-0.980368484,-0.39044822
2796,0.664758071,0.535387197
2797,0.93880173,0.860090473
2798,1.241788442,1.089018879
2799,0.735098677,1.192971006
2800,0.707827169,0.759690675
2801,1.147632898,1.571485775
2802,0.749088368,0.41438904
2804,0.766358347,0.564408112
2806,1.152144675,1.638887518
2807,1.487319295,0.996850782
2810,-0.294769837,-0.457499808
2811,2.05880149,1.180455915
2813,2.397234127,1.869109285
2815,0.676152431,0.697078753
2816,-0.019790266,0.212452399
2817,1.298641618,1.431770538
2818,1.882998528,0.914806523
2820,0.974380072,1.754906061
2821,1.180866331,1.309224156
2822,1.197182453,1.118716314
2823,0.439391114,0.551725535
2825,1.9424886,2.061331701
2826,0.227569307,0.972812672
2827,0.619909823,0.655812287
2828,0.987188992,1.244206013
2829,1.839573287,2.165722858
2830,0.934223265,0.523387071
2831,-0.02278784,0.283061889
2832,1.206291579,0.473568389
2833,1.555819361,2.517650088
2834,1.767842323,1.711035919
2835,1.333406598,1.74701041
2836,2.444574974,1.897343326
2837,1.296533815,0.161328043
2839,0.047877114,-0.430422273
2842,2.108421623,2.18988921
2843,2.512942694,1.552261144
2844,0.581054377,1.299164139
2845,1.660811201,1.62433185
2848,1.004381649,1.968268649
2849,0.996867821,2.045779334
2850,0.236907446,1.000678485
2851,0.8623205,1.876536529
2852,0.427481829,0.427360553
2853,0.745913787,0.541857794
2857,1.522421791,1.81440238
2861,3.17790024,2.382765393
2862,0.796356883,1.760892279
2863,2.366171245,2.180358107
2864,1.373398955,1.928439948
2866,0.183122544,-0.270873075
2867,0.648832147,0.511938726
2868,1.00231283,1.213086856
2869,0.677233928,1.462981613
2870,1.729530036,0.656333676
2872,2.298282112,1.222683623
2875,0.580537915,0.553890462
2876,0.170630823,0.657638667
2877,0.709756964,1.684023315
2878,0.734980454,1.634693293
2879,1.848785635,1.714082362
2880,1.003752567,0.764839692
2882,1.58447717,2.027037118
2885,2.166927006,2.262348114
2886,2.53743738,2.354825654
2887,2.282014046,1.720249949
2889,1.988690468,2.324106776
2890,3.098806884,3.257094336
2891,2.405344195,2.407890055
2892,1.820844851,2.016446721
2893,1.164477445,1.222695154
2894,0.069387646,0.682217477
2895,0.951729448,0.617323662
2896,1.573944491,1.121891245
2897,1.162728441,1.194553001
2898,-0.102854609,0.567955561
2899,2.558350519,2.511674861
2900,0.456215537,0.238069675
2901,0.351319938,0.404780821
2902,-0.654728813,-0.308392091
2903,1.03776058,1.855173384
2905,2.651007262,1.701134524
2906,0.890088082,1.609937617
2907,1.751578002,1.751354852
2908,1.439900869,1.799518198
2909,1.458574739,2.057598331
2910,1.307642823,0.191339395
2911,1.97123872,1.52966073
2912,1.653185037,1.440668051
2913,-1.204495361,-0.506752171
2914,2.832805306,2.530388913
2915,3.139035046,2.37681057
2916,2.004493548,1.997709058
2917,2.302044435,2.050791026
2919,1.734363812,2.085805697
2920,1.226050253,1.862333854
2921,0.713807289,0.792537029
2922,0.966258939,0.842622917
2925,-1.284239477,-0.792729527
2926,1.063734884,0.925748834
2927,2.667845123,1.439026646
2928,1.978389934,1.551192958
2929,2.11211197,2.360933532
2930,1.066202832,1.613489291
2932,2.475113499,1.614863741
2933,2.133870598,2.531815386
2934,0.002194119,0.423054809
2935,1.157558542,1.075279827
2936,1.893435419,1.2354531
2937,1.480169727,1.54125955
2938,1.380510166,0.624852791
2942,1.866140312,0.324801893
2943,0.675817088,0.80383106
2944,-0.788773501,-1.327484992
2945,-0.229638108,0.06201505
2946,-0.093234608,-0.754291094
2947,-0.111084671,0.452745848
2948,1.3409466,1.623159203
2949,3.064283127,1.95631717
2950,1.347925956,1.351518319
2951,0.397989718,0.465336293
2952,0.5403009,0.823036674
2953,0.070523596,-0.057277786
2954,1.258387446,0.569673289
2955,-0.427724882,0.092270588
2956,2.957213072,2.644665334
2959,0.918244721,0.95900948
2960,1.180475678,1.293901742
2965,1.285225952,0.233592741
2966,1.118998313,1.309787931
2968,2.273145672,1.770581162
2969,2.373676192,1.065264233
2970,-0.379263725,0.209261858
2971,0.540984345,0.197629335
2974,0.527798371,0.645099027
2976,1.814510557,1.842215286
2977,0.057625298,0.784165945
2978,1.241457892,0.275316591
2979,0.564383515,1.244139384
2980,0.972907159,0.196032765
2981,0.284737684,0.589716524
2983,2.521313834,2.488274048
2984,0.417764338,0.895082376
2985,2.359751616,2.614807906
2986,0.604807991,1.146410181
2987,1.939206588,1.021109858
2988,-1.151442036,-0.397406017
2989,-0.629037683,-0.263947602
